119@tarde#pc,328,4
213@noche#pc,172,5
276@noche#pc,322,3
94@noche#pc,1217,3
130@tarde#pc,379,4
38@noche#mobile,328,4
160@noche#mobile,719,3
293@mañana#mobile,1267,3
26@noche#pc,930,2
130@noche#pc,216,4
92@noche#pc,1079,3
256@mañana#mobile,452,4
1@mañana#pc,61,4
72@tarde#pc,48,4
56@tarde#mobile,755,3
13@noche#pc,360,4
15@noche#mobile,405,2
92@noche#mobile,77,3
207@noche#mobile,476,2
292@noche#pc,174,5
232@noche#pc,483,5
251@noche#pc,748,2
224@noche#pc,26,3
181@noche#pc,220,4
259@noche#pc,255,4
305@mañana#pc,471,4
52@noche#mobile,280,3
161@mañana#pc,202,5
148@noche#mobile,408,5
125@noche#pc,235,2
97@mañana#pc,228,5
58@noche#pc,1098,4
83@noche#mobile,234,4
90@noche#mobile,347,4
272@noche#mobile,178,5
194@tarde#mobile,181,3
125@noche#pc,478,4
110@noche#mobile,688,1
299@tarde#pc,14,4
151@tarde#pc,10,5
269@tarde#mobile,127,4
6@noche#mobile,14,5
54@noche#mobile,106,3
303@noche#mobile,69,5
16@noche#mobile,944,1
301@mañana#mobile,790,4
276@noche#mobile,1091,3
305@mañana#mobile,214,2
194@noche#pc,1028,2
91@tarde#mobile,323,2
87@tarde#mobile,554,4
294@noche#pc,109,4
286@tarde#mobile,171,4
200@noche#pc,318,5
229@noche#pc,328,1
178@noche#mobile,568,4
303@mañana#pc,842,2
62@noche#pc,65,4
207@noche#pc,591,3
92@noche#pc,172,4
301@mañana#mobile,401,4
36@noche#pc,339,5
70@mañana#mobile,746,3
63@noche#pc,242,3
28@noche#pc,201,3
279@noche#pc,68,4
250@noche#pc,7,4
14@noche#mobile,98,3
299@noche#mobile,1018,3
194@tarde#pc,54,3
303@mañana#pc,815,3
119@tarde#mobile,237,5
295@noche#pc,218,5
268@noche#pc,930,2
268@noche#pc,2,2
66@noche#mobile,258,4
233@noche#mobile,202,5
83@noche#mobile,623,4
214@noche#pc,334,3
192@noche#pc,476,2
100@noche#mobile,344,4
268@noche#mobile,145,1
301@mañana#mobile,56,4
307@noche#mobile,89,5
234@noche#pc,141,3
83@noche#mobile,576,4
181@noche#pc,264,2
297@noche#mobile,133,4
38@noche#pc,153,5
7@tarde#mobile,382,4
264@noche#mobile,813,4
181@noche#mobile,872,1
201@noche#mobile,146,1
85@noche#pc,507,4
269@tarde#mobile,367,3
59@noche#pc,468,3
286@noche#pc,143,4
193@noche#pc,96,1
113@noche#pc,595,5
292@noche#mobile,11,5
130@noche#pc,1014,3
275@noche#pc,98,4
189@tarde#pc,520,5
219@tarde#mobile,82,1
218@noche#mobile,209,5
123@tarde#mobile,427,3
119@tarde#mobile,222,5
158@tarde#pc,177,4
222@noche#pc,118,4
302@tarde#mobile,322,2
279@noche#pc,501,3
301@mañana#pc,79,5
181@noche#pc,3,2
201@noche#mobile,695,1
13@tarde#mobile,198,3
1@mañana#pc,189,3
145@mañana#mobile,237,5
23@noche#mobile,385,4
201@noche#mobile,767,4
296@noche#mobile,705,5
42@noche#mobile,546,3
33@tarde#pc,872,3
301@mañana#mobile,554,3
16@noche#pc,64,5
95@noche#pc,135,3
154@mañana#mobile,357,4
77@noche#pc,484,5
296@noche#pc,508,5
302@tarde#pc,303,2
244@noche#mobile,673,3
222@noche#mobile,77,4
13@noche#pc,215,5
16@noche#mobile,705,5
270@noche#mobile,452,4
145@mañana#mobile,15,2
187@noche#mobile,64,5
200@mañana#pc,304,5
170@tarde#pc,749,5
101@noche#mobile,829,3
184@noche#mobile,218,3
128@noche#pc,204,4
181@noche#pc,1295,1
184@noche#mobile,153,3
1@mañana#pc,33,4
1@noche#mobile,160,4
184@noche#mobile,321,5
54@noche#pc,595,3
94@noche#pc,343,4
128@noche#mobile,508,4
23@noche#mobile,323,2
301@mañana#pc,227,3
301@mañana#mobile,191,3
112@noche#pc,903,1
82@noche#mobile,183,3
222@noche#pc,724,3
218@noche#pc,430,3
308@noche#pc,1197,4
303@noche#mobile,134,5
133@tarde#mobile,751,3
215@tarde#pc,212,2
69@noche#mobile,256,5
254@mañana#pc,662,4
276@noche#pc,2,4
104@noche#mobile,984,1
63@noche#mobile,1067,3
267@mañana#pc,410,4
13@tarde#mobile,56,5
240@noche#mobile,879,3
286@tarde#pc,237,2
294@noche#pc,271,5
90@noche#mobile,1086,4
18@tarde#pc,26,4
92@noche#pc,229,3
308@noche#mobile,649,4
144@noche#pc,89,3
191@noche#pc,302,4
59@noche#mobile,951,3
200@noche#mobile,96,5
16@noche#pc,197,5
61@tarde#pc,678,3
271@noche#mobile,199,4
271@noche#mobile,709,3
142@noche#mobile,169,5
275@noche#mobile,597,3
222@noche#pc,151,3
87@noche#mobile,40,3
207@tarde#mobile,258,4
272@noche#pc,1393,2
177@tarde#mobile,333,4
207@mañana#pc,1115,2
299@noche#mobile,577,3
271@noche#mobile,378,4
305@mañana#mobile,425,4
49@tarde#pc,959,2
94@noche#pc,1224,3
130@noche#mobile,1017,3
10@tarde#pc,175,3
203@noche#pc,321,3
191@noche#pc,286,4
43@tarde#pc,323,3
21@noche#pc,558,5
197@mañana#pc,96,5
13@tarde#mobile,344,2
194@tarde#mobile,66,3
234@noche#pc,206,4
308@noche#mobile,402,4
308@tarde#mobile,640,4
269@tarde#mobile,522,5
94@noche#mobile,265,4
268@noche#pc,62,3
272@noche#mobile,12,5
121@noche#mobile,291,3
296@noche#pc,20,5
134@noche#pc,286,3
180@noche#mobile,462,5
234@noche#mobile,612,3
104@noche#mobile,117,2
38@noche#mobile,758,1
269@noche#mobile,845,1
7@tarde#mobile,163,4
234@noche#pc,1451,3
275@noche#mobile,405,2
52@noche#mobile,250,3
102@noche#pc,823,3
13@noche#pc,186,4
178@noche#pc,731,4
236@mañana#pc,71,3
256@mañana#mobile,781,5
263@noche#mobile,176,5
244@noche#mobile,186,3
279@noche#mobile,1181,4
43@noche#mobile,815,4
83@noche#mobile,78,2
151@tarde#pc,197,5
254@noche#mobile,436,2
109@noche#pc,631,3
297@noche#pc,716,3
249@noche#mobile,188,4
144@noche#pc,699,4
301@mañana#mobile,604,4
64@noche#pc,392,3
92@noche#mobile,501,2
222@noche#pc,97,4
268@noche#mobile,436,3
293@mañana#mobile,135,5
213@noche#mobile,173,5
160@noche#mobile,460,2
13@noche#mobile,498,4
59@noche#pc,715,5
5@tarde#pc,17,4
125@noche#pc,163,5
174@tarde#mobile,315,5
114@noche#pc,505,3
213@noche#mobile,515,4
23@noche#mobile,196,2
128@noche#pc,15,4
239@mañana#pc,56,4
181@noche#mobile,279,1
291@mañana#pc,80,4
250@noche#mobile,238,4
201@noche#mobile,649,3
60@tarde#mobile,60,5
181@noche#mobile,325,2
119@tarde#mobile,407,3
287@noche#pc,1,5
216@noche#pc,228,3
216@noche#mobile,531,4
203@mañana#mobile,471,4
92@noche#pc,587,3
13@mañana#pc,892,3
213@noche#mobile,176,4
286@tarde#pc,288,5
117@noche#mobile,1047,2
99@noche#pc,111,1
11@noche#mobile,558,3
65@noche#pc,47,2
295@tarde#mobile,194,4
269@tarde#pc,217,2
85@noche#pc,259,2
250@noche#mobile,596,5
137@noche#pc,144,5
201@noche#mobile,960,2
257@noche#pc,137,4
111@mañana#mobile,328,4
91@tarde#pc,480,4
215@tarde#mobile,211,4
181@noche#pc,938,1
189@tarde#mobile,1060,5
1@noche#pc,20,4
303@noche#mobile,404,4
299@noche#mobile,305,3
187@noche#mobile,210,4
222@noche#pc,278,2
214@noche#mobile,568,4
293@mañana#pc,770,3
285@noche#mobile,191,4
303@noche#pc,252,3
96@noche#mobile,156,4
72@tarde#pc,1110,3
115@tarde#pc,1067,4
7@tarde#mobile,430,3
116@noche#pc,350,3
73@noche#pc,480,4
269@noche#mobile,246,5
263@noche#pc,419,5
70@mañana#pc,431,3
221@noche#pc,475,4
72@tarde#mobile,182,5
25@noche#pc,357,4
290@tarde#mobile,50,5
189@tarde#pc,526,4
299@tarde#pc,303,3
264@noche#pc,294,3
200@noche#mobile,365,5
187@noche#pc,135,4
184@noche#pc,187,4
63@noche#mobile,289,2
13@noche#pc,229,4
298@tarde#mobile,486,3
235@noche#mobile,185,4
62@noche#pc,712,4
246@noche#mobile,94,2
54@noche#pc,742,5
63@noche#mobile,762,3
11@noche#mobile,732,3
92@noche#pc,168,4
8@noche#mobile,550,3
307@noche#mobile,174,4
303@noche#mobile,200,4
256@mañana#mobile,849,2
72@tarde#mobile,54,3
164@noche#pc,406,2
117@tarde#mobile,150,4
224@noche#pc,77,4
193@noche#mobile,869,3
94@noche#pc,184,2
281@noche#pc,338,2
130@noche#mobile,109,3
128@noche#mobile,371,1
94@noche#mobile,720,1
182@noche#pc,845,3
129@tarde#mobile,873,1
254@noche#pc,229,4
64@noche#pc,381,4
151@tarde#pc,176,2
45@noche#mobile,25,4
193@noche#mobile,879,3
276@mañana#pc,922,4
276@noche#pc,57,3
234@noche#mobile,187,4
181@noche#pc,306,1
21@noche#mobile,370,1
293@mañana#pc,249,3
264@noche#mobile,721,5
10@tarde#pc,611,5
197@mañana#mobile,346,3
276@noche#pc,142,3
308@tarde#mobile,427,4
221@noche#mobile,943,4
131@noche#pc,126,4
268@noche#pc,824,2
109@noche#mobile,8,3
198@noche#pc,58,3
230@noche#mobile,680,4
181@noche#pc,741,1
192@noche#mobile,1061,4
234@noche#mobile,448,3
90@noche#mobile,900,4
193@noche#mobile,941,4
128@noche#mobile,603,5
126@noche#mobile,905,2
244@noche#pc,265,4
90@noche#pc,289,3
157@noche#pc,25,3
305@mañana#mobile,71,3
119@noche#mobile,382,5
21@noche#mobile,222,2
231@noche#mobile,181,4
280@tarde#pc,508,3
288@noche#pc,132,3
279@noche#mobile,1497,2
301@mañana#pc,33,4
72@tarde#pc,699,3
90@noche#mobile,259,2
308@noche#pc,55,3
59@noche#mobile,742,3
94@noche#pc,744,4
130@noche#mobile,642,4
26@tarde#mobile,1015,3
56@noche#mobile,121,5
82@tarde#mobile,508,2
62@noche#pc,12,4
276@noche#mobile,40,3
181@noche#mobile,1015,1
152@noche#mobile,301,3
178@noche#pc,845,4
217@noche#mobile,597,4
79@tarde#pc,303,4
138@noche#mobile,484,4
308@tarde#pc,81,5
75@noche#pc,284,2
269@tarde#mobile,198,4
307@noche#pc,94,3
222@mañana#mobile,781,3
121@noche#mobile,740,3
269@tarde#mobile,22,1
13@noche#pc,864,4
230@noche#pc,742,5
269@tarde#mobile,507,4
239@mañana#mobile,1099,5
245@tarde#pc,1028,5
56@noche#mobile,546,3
295@tarde#mobile,961,5
271@noche#mobile,1028,2
222@mañana#pc,812,2
69@noche#pc,240,3
10@noche#pc,7,4
22@mañana#mobile,376,3
294@noche#mobile,931,3
82@noche#mobile,717,1
279@noche#pc,399,4
269@tarde#mobile,234,1
6@noche#mobile,98,5
243@noche#mobile,1039,4
298@noche#mobile,181,4
282@noche#pc,325,1
78@noche#pc,323,1
118@noche#mobile,200,5
283@noche#pc,1114,5
171@noche#pc,292,4
70@mañana#mobile,217,4
10@noche#mobile,100,5
245@tarde#pc,181,4
107@tarde#mobile,333,3
246@noche#pc,561,1
13@tarde#mobile,901,1
276@noche#pc,70,4
244@mañana#mobile,17,2
189@tarde#pc,56,5
226@noche#pc,242,5
62@noche#pc,1016,4
276@noche#mobile,417,4
214@noche#pc,478,4
306@tarde#pc,235,4
222@noche#mobile,26,3
280@tarde#mobile,631,5
60@tarde#pc,430,5
56@noche#pc,71,4
42@noche#mobile,274,5
1@noche#mobile,202,5
13@noche#mobile,809,4
173@noche#mobile,289,4
15@noche#mobile,749,1
185@noche#pc,23,4
280@tarde#mobile,540,3
244@noche#pc,381,4
150@tarde#pc,293,4
7@tarde#pc,497,4
178@noche#mobile,317,4
178@noche#pc,742,3
95@noche#pc,1217,3
234@noche#mobile,1462,3
97@mañana#pc,222,5
109@tarde#pc,127,2
117@tarde#mobile,268,5
269@tarde#pc,705,2
130@noche#pc,1246,3
264@noche#pc,655,4
207@noche#mobile,13,3
42@noche#mobile,588,5
246@noche#mobile,409,2
87@noche#pc,367,4
101@noche#pc,304,3
256@mañana#mobile,127,4
92@noche#pc,794,3
181@noche#pc,762,2
213@noche#mobile,235,1
92@noche#mobile,739,2
292@noche#pc,661,5
246@noche#pc,665,4
274@noche#pc,845,5
188@noche#mobile,692,5
18@tarde#mobile,86,4
5@noche#mobile,439,1
236@mañana#mobile,632,3
193@noche#pc,407,4
144@noche#mobile,709,4
90@noche#mobile,1198,5
48@tarde#mobile,609,4
5@tarde#mobile,225,2
22@mañana#mobile,128,5
311@tarde#pc,432,4
8@noche#pc,22,5
276@noche#mobile,188,4
222@noche#pc,173,5
72@tarde#mobile,866,4
299@mañana#mobile,134,4
1@noche#pc,171,5
308@noche#pc,295,3
165@tarde#mobile,216,4
222@noche#mobile,49,3
181@noche#mobile,121,4
200@noche#pc,11,5
234@noche#mobile,626,4
244@noche#mobile,707,4
90@noche#mobile,25,5
208@noche#pc,216,5
263@noche#mobile,96,4
134@noche#mobile,323,4
279@noche#pc,586,4
2@noche#mobile,292,4
288@noche#mobile,593,2
49@tarde#pc,302,4
286@tarde#mobile,153,5
205@noche#pc,304,3
22@mañana#pc,80,4
234@noche#mobile,318,4
223@noche#mobile,328,3
15@noche#mobile,25,3
268@noche#mobile,147,4
94@noche#pc,1220,3
274@noche#mobile,405,4
7@tarde#pc,492,5
268@noche#mobile,217,2
16@noche#mobile,55,5
164@noche#mobile,620,3
290@tarde#pc,161,4
92@tarde#mobile,515,4
239@mañana#mobile,1070,5
56@noche#mobile,449,5
248@tarde#mobile,234,4
234@noche#pc,10,3
280@tarde#mobile,1049,2
308@noche#pc,187,5
276@noche#pc,64,5
192@noche#pc,948,3
122@tarde#pc,509,4
85@noche#pc,588,3
262@noche#pc,931,2
201@noche#mobile,272,3
181@noche#pc,870,2
295@tarde#pc,739,4
263@noche#pc,568,4
295@tarde#mobile,39,4
201@noche#mobile,1100,4
93@noche#pc,820,3
159@tarde#mobile,1028,5
158@tarde#pc,665,2
293@mañana#pc,423,3
82@noche#mobile,597,3
276@noche#pc,181,5
13@noche#mobile,823,5
217@noche#mobile,2,3
83@noche#pc,660,4
189@tarde#pc,20,5
222@noche#mobile,796,4
146@noche#pc,1022,5
267@mañana#pc,121,3
126@noche#pc,294,3
181@noche#mobile,1060,1
125@noche#mobile,80,4
43@noche#pc,120,4
13@noche#mobile,780,1
253@noche#mobile,259,2
42@noche#mobile,44,3
77@noche#mobile,518,4
291@mañana#mobile,686,5
268@noche#pc,21,3
262@noche#pc,28,3
234@noche#pc,81,3
29@noche#mobile,245,3
236@mañana#mobile,57,5
158@tarde#pc,729,3
156@noche#mobile,661,4
232@noche#pc,52,5
168@noche#pc,866,5
37@noche#pc,288,4
141@mañana#mobile,245,3
235@noche#mobile,230,4
102@noche#pc,70,3
77@noche#pc,172,3
90@noche#pc,506,5
186@noche#pc,566,5
44@noche#mobile,660,5
118@noche#mobile,774,5
7@tarde#pc,661,5
49@tarde#pc,1003,2
62@noche#mobile,68,1
42@noche#mobile,1028,4
178@noche#pc,433,4
85@noche#pc,51,2
77@noche#pc,474,5
58@noche#mobile,1099,2
56@tarde#mobile,1047,4
197@mañana#mobile,688,1
286@tarde#pc,99,4
90@noche#pc,258,3
181@noche#mobile,1288,1
295@tarde#mobile,190,4
224@tarde#pc,69,4
272@noche#mobile,317,4
221@noche#mobile,1010,3
66@noche#pc,877,1
207@noche#mobile,318,5
234@noche#pc,487,3
7@tarde#pc,648,5
87@tarde#pc,82,5
195@noche#pc,1052,1
44@noche#pc,449,5
306@tarde#pc,287,4
194@tarde#pc,172,3
94@noche#mobile,62,3
167@tarde#pc,659,4
108@noche#pc,100,4
230@noche#mobile,304,5
181@noche#mobile,927,1
54@noche#mobile,302,4
90@noche#pc,22,4
181@noche#mobile,696,2
286@tarde#pc,357,4
14@noche#pc,269,4
311@tarde#pc,179,2
92@tarde#pc,121,5
21@noche#mobile,440,1
244@noche#mobile,550,1
181@noche#pc,405,4
65@noche#pc,806,4
37@noche#pc,540,2
44@noche#mobile,443,5
244@noche#pc,183,4
1@mañana#pc,265,4
270@noche#mobile,25,5
299@noche#mobile,387,2
94@noche#pc,572,3
286@tarde#mobile,746,4
239@mañana#mobile,272,5
216@noche#pc,55,5
254@noche#mobile,121,3
62@noche#pc,665,2
178@noche#mobile,385,4
194@tarde#pc,23,4
268@noche#pc,955,3
188@noche#pc,143,5
276@noche#mobile,294,4
158@tarde#pc,1098,4
207@tarde#mobile,845,3
161@mañana#pc,48,1
305@mañana#pc,654,4
47@tarde#mobile,324,3
64@noche#pc,736,4
191@noche#pc,751,3
7@tarde#mobile,378,5
59@noche#pc,92,5
69@tarde#pc,268,5
10@noche#pc,461,3
21@noche#pc,129,4
58@noche#mobile,9,4
194@noche#mobile,152,3
7@tarde#pc,200,5
113@noche#mobile,126,5
173@noche#pc,328,5
95@noche#mobile,233,4
16@noche#pc,194,5
59@noche#pc,323,4
311@tarde#pc,654,3
292@noche#pc,589,4
43@noche#pc,203,4
79@tarde#pc,50,4
235@noche#mobile,70,5
125@noche#pc,190,5
284@noche#mobile,322,3
303@noche#pc,161,5
254@noche#mobile,378,3
255@mañana#mobile,1034,1
104@noche#mobile,301,2
90@noche#pc,923,5
6@noche#pc,463,4
279@noche#mobile,122,1
286@tarde#pc,298,4
222@noche#mobile,448,3
297@noche#pc,57,5
42@noche#mobile,625,3
130@tarde#mobile,1217,4
254@noche#pc,357,3
109@tarde#mobile,475,1
230@noche#pc,1444,2
244@noche#mobile,310,3
6@noche#mobile,301,2
36@noche#pc,748,4
256@mañana#pc,443,3
102@noche#pc,515,1
104@noche#mobile,285,4
21@noche#pc,447,5
111@mañana#mobile,301,4
18@tarde#mobile,408,5
25@noche#pc,222,4
110@noche#pc,944,3
270@noche#mobile,98,5
68@noche#mobile,237,5
83@tarde#pc,215,4
6@noche#pc,258,2
89@noche#pc,216,5
128@noche#pc,317,4
305@mañana#pc,512,4
184@noche#mobile,412,2
286@tarde#mobile,175,5
279@noche#mobile,1428,3
256@mañana#mobile,86,5
221@noche#pc,48,5
140@noche#pc,332,3
190@noche#pc,977,2
11@noche#mobile,227,3
201@noche#mobile,203,5
150@tarde#pc,181,5
126@noche#pc,245,3
20@mañana#mobile,208,2
144@noche#mobile,742,4
181@noche#pc,930,1
109@noche#pc,566,4
85@noche#mobile,1065,3
213@noche#pc,133,3
222@noche#pc,379,1
223@noche#pc,11,3
215@tarde#mobile,421,4
218@noche#mobile,208,3
174@tarde#mobile,937,5
275@noche#mobile,186,3
68@noche#mobile,742,1
268@noche#mobile,583,4
160@noche#mobile,462,4
195@mañana#pc,273,4
224@tarde#pc,178,4
5@tarde#pc,110,1
99@noche#pc,1016,5
2@noche#pc,251,5
292@noche#pc,9,4
72@tarde#pc,568,4
85@tarde#mobile,228,3
83@tarde#mobile,281,5
92@noche#pc,831,2
7@tarde#pc,543,3
87@noche#mobile,401,2
287@noche#pc,926,4
1@mañana#pc,155,2
234@noche#mobile,632,2
222@noche#pc,53,5
24@noche#mobile,64,5
7@tarde#pc,554,3
82@noche#mobile,56,3
161@mañana#mobile,318,3
196@tarde#mobile,393,4
56@noche#pc,91,4
82@mañana#mobile,477,3
7@tarde#pc,472,2
256@mañana#pc,761,4
226@noche#pc,56,4
279@noche#pc,741,5
308@tarde#mobile,1286,3
16@noche#mobile,8,5
180@noche#pc,202,3
203@mañana#pc,93,4
145@mañana#mobile,56,5
288@noche#pc,305,4
84@noche#mobile,742,3
44@noche#pc,644,3
17@mañana#pc,13,3
313@tarde#mobile,117,4
148@tarde#pc,1,4
197@mañana#mobile,347,4
21@noche#pc,164,5
279@noche#pc,982,3
239@mañana#pc,491,5
185@noche#mobile,287,5
297@noche#pc,89,4
303@noche#pc,68,4
186@noche#pc,250,1
73@noche#pc,206,3
104@noche#mobile,756,2
94@noche#mobile,216,3
239@mañana#pc,194,5
197@mañana#mobile,511,5
280@tarde#pc,1,4
1@noche#pc,117,3
224@noche#pc,583,1
303@noche#mobile,397,1
60@tarde#mobile,162,4
198@noche#mobile,258,4
239@mañana#mobile,513,5
6@noche#mobile,69,3
233@mañana#mobile,375,4
85@noche#mobile,642,4
110@noche#mobile,38,3
184@noche#mobile,522,3
99@noche#pc,873,1
13@noche#mobile,418,2
201@noche#mobile,518,4
13@noche#mobile,858,1
214@noche#mobile,131,3
296@noche#mobile,228,4
222@noche#mobile,87,3
279@noche#mobile,725,4
217@noche#mobile,182,2
85@noche#mobile,433,3
239@mañana#mobile,234,3
13@noche#mobile,72,4
194@tarde#pc,77,3
208@noche#pc,663,5
109@noche#mobile,178,3
230@noche#mobile,172,4
59@noche#pc,485,2
313@tarde#mobile,478,3
70@mañana#pc,1133,3
62@noche#pc,182,5
198@noche#pc,234,3
65@noche#pc,125,4
174@tarde#pc,660,5
90@noche#mobile,12,5
130@noche#pc,1248,3
100@noche#mobile,354,2
283@noche#mobile,432,5
275@noche#pc,418,3
311@tarde#pc,98,5
195@mañana#mobile,751,4
130@noche#pc,105,4
269@noche#pc,252,1
286@tarde#mobile,73,5
7@tarde#mobile,623,3
56@noche#pc,222,5
210@tarde#mobile,204,5
239@mañana#pc,9,5
96@noche#pc,87,4
297@noche#pc,73,2
249@mañana#mobile,239,3
94@noche#mobile,860,2
84@noche#mobile,121,4
275@noche#mobile,265,4
135@tarde#mobile,1046,3
291@mañana#pc,1178,4
125@noche#pc,382,1
70@mañana#pc,399,4
311@tarde#pc,9,4
301@mañana#mobile,523,4
152@noche#pc,685,5
244@noche#mobile,172,4
275@noche#pc,1091,2
53@tarde#mobile,281,4
198@noche#mobile,118,2
244@mañana#pc,790,4
26@noche#pc,125,4
151@noche#pc,13,3
124@mañana#pc,496,1
24@noche#mobile,191,5
271@noche#pc,65,3
307@noche#pc,634,3
294@noche#mobile,1245,3
234@noche#pc,241,2
25@noche#pc,501,3
293@mañana#pc,137,3
201@noche#pc,432,3
75@noche#pc,240,1
13@noche#mobile,181,5
207@noche#pc,68,2
2@noche#pc,50,5
313@tarde#pc,566,4
144@noche#pc,125,4
188@noche#pc,443,4
276@noche#mobile,324,4
145@mañana#pc,974,1
72@tarde#mobile,234,4
83@noche#mobile,385,4
181@noche#pc,619,3
109@noche#pc,402,4
207@noche#pc,107,3
185@noche#pc,216,4
14@noche#mobile,213,5
149@noche#pc,319,2
57@noche#pc,79,5
230@noche#pc,963,5
176@noche#pc,875,4
253@noche#pc,97,4
284@noche#pc,269,4
106@noche#mobile,526,4
121@noche#mobile,180,3
62@noche#pc,86,2
291@mañana#pc,418,4
84@noche#pc,1033,4
293@mañana#mobile,380,2
207@noche#pc,58,3
194@tarde#mobile,187,4
109@noche#pc,97,3
283@noche#pc,845,4
297@noche#pc,275,5
181@noche#pc,334,1
78@noche#mobile,255,4
11@noche#mobile,425,4
308@tarde#pc,59,4
